,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,age_bin,edu_bin,marital_bin,race_bin
21662,50, Self-emp-inc,43058, Bachelors,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,6856,0,59, ?, >50K,31-60,high,married,Non-White
21663,27, Private,236337, Preschool,10, Separated, Farming-fishing, Unmarried, Black, Female,0,0,19, United-States, <=50K,<=30,low,not-married,Non-White
21664,59, Private,180201, Some-college,6, Never-married, Craft-repair, Husband, White, Male,0,1,40, Hungary, <=50K,31-60,low,not-married,Non-White
21665,65, Self-emp-not-inc,208124, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4053,1,40, United-States, <=50K,61+,low,married,Non-White
21666,23, Private,328176, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,18, United-States, <=50K,<=30,low,not-married,Non-White
21667,56, ?,371395, 10th,4, Widowed, Other-service, Unmarried, Black, Female,0,1,32, United-States, <=50K,31-60,low,not-married,Non-White
21668,40, Private,354702, Some-college,4, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,20, ?, <=50K,31-60,low,married,Non-White
21669,28, Private,184019, 1st-4th,9, Never-married, Other-service, Own-child, White, Female,38,2,32, ?, <=50K,<=30,low,not-married,Non-White
21670,29, Local-gov,240031, Masters,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7,0,60, China, <=50K,<=30,low,married,Non-White
21671,21, Private,242435, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,7, United-States, <=50K,<=30,low,not-married,Non-White
21672,45, Private,162066, 11th,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1,29, United-States, <=50K,31-60,low,not-married,Non-White
21673,25, Private,98444, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,1,50, Cuba, >50K,<=30,high,not-married,Non-White
21674,33, Private,119157, 7th-8th,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K,31-60,low,married,Non-White
21675,40, Private,148889, Masters,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1906,49, Cuba, >50K,31-60,high,married,Non-White
21676,53, Private,527219, Bachelors,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K,31-60,high,married,Non-White
21677,34, Self-emp-inc,143105, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21678,31, Private,325034, Masters,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7146,0,50, United-States, >50K,31-60,low,married,Non-White
21679,63, Private,113389, HS-grad,9, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, Cambodia, <=50K,61+,low,married,Non-White
21680,30, Private,341585, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,33, United-States, <=50K,<=30,low,not-married,Non-White
21681,33, ?,193684, HS-grad,10, Widowed, Other-service, Not-in-family, White, Female,10,0,23, Mexico, <=50K,31-60,low,not-married,Non-White
21682,25, Private,79428, 11th,9, Never-married, Other-service, Other-relative, White, Male,0,2,40, United-States, <=50K,<=30,low,not-married,Non-White
21683,42, Private,378667, Some-college,7, Never-married, Sales, Own-child, White, Male,8,1,49, United-States, <=50K,31-60,low,not-married,Non-White
21684,31, Private,162148, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,21, Philippines, >50K,31-60,low,married,Non-White
21685,43, Private,160873, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, >50K,31-60,high,married,Non-White
21686,36, Private,309859, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21687,35, Private,185719, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,40,3,48, United-States, >50K,31-60,high,married,Non-White
21688,37, Federal-gov,116525, Bachelors,11, Never-married, Adm-clerical, Not-in-family, White, Male,3489,0,50, United-States, <=50K,31-60,high,not-married,Non-White
21689,36, Private,158164, Assoc-voc,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,3342,0,60, United-States, <=50K,31-60,low,married,Non-White
21690,19, Private,199330, Bachelors,6, Never-married, Sales, Own-child, White, Male,2397,1,21, United-States, <=50K,<=30,low,not-married,Non-White
21691,47, Private,278481, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Female,14,2,33, United-States, <=50K,31-60,low,not-married,Non-White
21692,19, Private,315891, HS-grad,4, Married-civ-spouse, Craft-repair, Husband, White, Male,3294,0,45, United-States, >50K,<=30,low,married,Non-White
21693,18, Private,33283, 5th-6th,3, Never-married, Tech-support, Other-relative, White, Female,1449,0,40, Iran, <=50K,<=30,low,not-married,Non-White
21694,34, Local-gov,151340, Assoc-voc,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7,1,50, Cuba, >50K,31-60,high,married,Non-White
21695,62, ?,52588, Some-college,9, Never-married, Exec-managerial, Own-child, Other, Male,16,1,40, United-States, <=50K,61+,low,not-married,Non-White
21696,31, ?,168979, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
21697,45, Private,160609, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K,31-60,high,married,Non-White
21698,52, Private,37421, 10th,9, Never-married, Sales, Own-child, White, Female,8,0,40, United-States, <=50K,31-60,low,not-married,Non-White
21699,40, Without-pay,283029, HS-grad,9, Married-spouse-absent, Craft-repair, Wife, White, Male,7,3,40, Yugoslavia, <=50K,31-60,low,married,Non-White
21700,25, Private,41460, 11th,11, Never-married, Exec-managerial, Own-child, White, Male,1,0,48, United-States, <=50K,<=30,high,not-married,Non-White
21701,18, Private,189654, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21702,28, Private,40227, HS-grad,10, Separated, Other-service, Not-in-family, White, Male,0,2,36, United-States, <=50K,<=30,low,not-married,Non-White
21703,22, Private,91231, 11th,9, Widowed, Tech-support, Unmarried, White, Male,0,1,19, El-Salvador, <=50K,<=30,low,not-married,Non-White
21704,24, Private,202460, HS-grad,13, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,high,not-married,Non-White
21705,41, Private,165508, Some-college,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,34, United-States, <=50K,31-60,low,not-married,Non-White
21706,36, Never-worked,166980, Some-college,11, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, Thailand, <=50K,31-60,high,not-married,Non-White
21707,37, Private,210516, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21708,56, Private,219304, Assoc-voc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,6920,0,45, United-States, >50K,31-60,high,married,Non-White
21709,36, Private,128119, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21710,40, Private,550340, 9th,12, Never-married, Sales, Wife, Black, Female,6,0,7, United-States, <=50K,31-60,high,not-married,Non-White
21711,34, State-gov,247725, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7703,0,40, United-States, >50K,31-60,high,married,Non-White
21712,48, Private,44962, HS-grad,9, Married-civ-spouse, ?, Not-in-family, White, Male,0,1,50, United-States, <=50K,31-60,low,married,Non-White
21713,42, Private,381279, Bachelors,10, Never-married, ?, Other-relative, White, Male,0,0,40, ?, <=50K,31-60,low,not-married,Non-White
21714,33, Private,194191, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,3,44, United-States, >50K,31-60,high,married,Non-White
21715,35, Private,157109, 11th,9, Widowed, Other-service, Not-in-family, White, Female,0,1,49, United-States, <=50K,31-60,low,not-married,Non-White
21716,41, Self-emp-not-inc,215282, Assoc-acdm,4, Never-married, Armed-Forces, Other-relative, White, Male,0,0,40, England, >50K,31-60,low,not-married,Non-White
21717,42, ?,186220, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,3,0,60, El-Salvador, <=50K,31-60,low,not-married,Non-White
21718,22, Private,206307, Bachelors,6, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,2084,1,59, El-Salvador, <=50K,<=30,low,married,Non-White
21719,23, Private,205275, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Female,0,1,40, United-States, <=50K,<=30,low,not-married,Non-White
21720,36, Private,124936, Assoc-voc,4, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K,31-60,low,married,Non-White
21721,19, Private,433407, 11th,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,21, United-States, <=50K,<=30,low,not-married,Non-White
21722,30, State-gov,386791, Some-college,9, Married-civ-spouse, Tech-support, Husband, White, Male,2134,0,40, United-States, >50K,<=30,low,married,Non-White
21723,27, Private,172426, 11th,4, Never-married, Other-service, Other-relative, White, Female,0,1,38, United-States, <=50K,<=30,low,not-married,Non-White
21724,20, Private,183071, HS-grad,4, Widowed, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21725,34, Private,48184, 9th,5, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21726,42, Private,69538, Prof-school,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1695,63, United-States, >50K,31-60,high,married,Non-White
21727,42, Private,134296, HS-grad,4, Never-married, Tech-support, Unmarried, Other, Male,0,0,40, Dominican-Republic, <=50K,31-60,low,not-married,Non-White
21728,41, Private,172175, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,7, United-States, <=50K,31-60,low,married,Non-White
21729,29, Private,44364, Bachelors,10, Married-civ-spouse, Sales, Unmarried, White, Male,2134,0,51, United-States, >50K,<=30,low,married,Non-White
21730,66, Private,183871, Masters,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K,61+,low,married,Non-White
21731,32, Self-emp-inc,68084, Bachelors,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,49, United-States, >50K,31-60,high,married,Non-White
21732,34, Self-emp-not-inc,205562, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K,31-60,low,married,Non-White
21733,50, Private,311706, HS-grad,12, Married-civ-spouse, Craft-repair, Husband, White, Male,7669,0,50, Mexico, >50K,31-60,high,married,Non-White
21734,47, Private,320469, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,27,0,48, United-States, <=50K,31-60,low,married,Non-White
21735,20, Private,121636, 9th,9, Never-married, Tech-support, Own-child, White, Male,0,0,19, ?, <=50K,<=30,low,not-married,Non-White
21736,45, Federal-gov,87883, 11th,10, Widowed, Transport-moving, Not-in-family, Black, Male,3485,0,10, United-States, <=50K,31-60,low,not-married,Non-White
21737,30, Private,94074, Assoc-acdm,9, Widowed, Tech-support, Not-in-family, White, Female,3928,0,36, Puerto-Rico, <=50K,<=30,low,not-married,Non-White
21738,23, Private,332132, Some-college,7, Never-married, Prof-specialty, Own-child, White, Male,0,0,19, United-States, <=50K,<=30,low,not-married,Non-White
21739,22, Private,337518, Some-college,13, Never-married, ?, Own-child, White, Female,7,0,36, United-States, <=50K,<=30,high,not-married,Non-White
21740,38, State-gov,348886, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,35,1,40, United-States, <=50K,31-60,high,not-married,Non-White
21741,39, Federal-gov,221030, Some-college,4, Never-married, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K,31-60,low,not-married,Non-White
21742,26, Private,189136, 11th,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,11, United-States, <=50K,<=30,high,not-married,Non-White
21743,47, Local-gov,87414, Assoc-acdm,12, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,48, United-States, <=50K,31-60,high,not-married,Non-White
21744,57, Self-emp-not-inc,128868, Assoc-acdm,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,26, Ireland, <=50K,31-60,low,not-married,Non-White
21745,35, Private,32192, Some-college,16, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,1756,40, United-States, >50K,31-60,high,married,Non-White
21746,34, Private,155472, Some-college,7, Never-married, Other-service, Own-child, White, Male,17,0,68, United-States, <=50K,31-60,low,not-married,Non-White
21747,32, Private,170118, HS-grad,10, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21748,42, Private,114224, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,21,2,68, Cuba, >50K,31-60,low,married,Non-White
21749,26, Self-emp-not-inc,39843, HS-grad,10, Married-civ-spouse, Sales, Husband, White, Male,2796,0,40, United-States, <=50K,<=30,low,married,Non-White
21750,37, Private,346881, Bachelors,11, Never-married, Exec-managerial, Not-in-family, White, Male,6,1,44, United-States, >50K,31-60,high,not-married,Non-White
21751,30, Private,274945, 9th,7, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,19, United-States, <=50K,<=30,low,not-married,Non-White
21752,47, Private,32087, HS-grad,9, Divorced, Protective-serv, Unmarried, White, Female,0,1,3, United-States, <=50K,31-60,low,not-married,Non-White
21753,23, Private,115564, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,10,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21754,57, Private,412701, Assoc-acdm,10, Divorced, Handlers-cleaners, Wife, White, Male,0,0,48, Canada, >50K,31-60,low,not-married,Non-White
21755,45, Private,176097, HS-grad,9, Separated, Other-service, Not-in-family, White, Female,0,3,40, United-States, <=50K,31-60,low,not-married,Non-White
21756,54, State-gov,389019, Bachelors,10, Divorced, Prof-specialty, Unmarried, White, Female,0,2,45, United-States, <=50K,31-60,low,not-married,Non-White
21757,25, Private,124148, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,66, United-States, >50K,<=30,high,not-married,Non-White
21758,24, Private,270989, 10th,9, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,52, United-States, <=50K,<=30,low,not-married,Non-White
21759,58, Private,344694, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,21,0,45, Germany, <=50K,31-60,low,married,Non-White
21760,40, Private,138926, 5th-6th,10, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,21, United-States, <=50K,31-60,low,married,Non-White
21761,18, Private,194300, 7th-8th,6, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K,<=30,low,not-married,Non-White
21762,58, Self-emp-not-inc,371371, Assoc-acdm,14, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,53, Jamaica, >50K,31-60,high,married,Non-White
21763,38, Private,126751, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,3,40, United-States, <=50K,31-60,low,not-married,Non-White
21764,41, Self-emp-not-inc,36374, HS-grad,15, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,3848,0,49, United-States, >50K,31-60,high,married,Non-White
21765,54, Private,92515, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,24,1790,32, United-States, >50K,31-60,high,married,Non-White
21766,40, Private,192043, HS-grad,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7008,0,40, United-States, >50K,31-60,low,married,Non-White
21767,59, Private,421068, HS-grad,4, Married-civ-spouse, ?, Unmarried, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21768,43, Private,139493, Bachelors,10, Never-married, ?, Unmarried, White, Female,1406,1,49, United-States, >50K,31-60,low,not-married,Non-White
21769,45, Private,159422, HS-grad,9, Divorced, Other-service, Husband, White, Female,54,1,45, United-States, <=50K,31-60,low,not-married,Non-White
21770,18, Private,39091, Some-college,10, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, United-States, >50K,<=30,low,married,Non-White
21771,64, Private,346898, Some-college,5, Never-married, ?, Wife, White, Female,0,0,49, United-States, >50K,61+,low,not-married,Non-White
21772,33, Private,279999, Some-college,9, Married-AF-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21773,56, Private,253689, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,47,0,40, Cambodia, <=50K,31-60,low,not-married,Non-White
21774,28, Private,268595, Assoc-acdm,7, Divorced, Transport-moving, Not-in-family, White, Female,0,0,18, United-States, <=50K,<=30,low,not-married,Non-White
21775,34, Private,178324, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1940,60, United-States, >50K,31-60,high,married,Non-White
21776,33, Private,26464, 7th-8th,10, Never-married, Sales, Not-in-family, White, Male,0,0,40, ?, <=50K,31-60,low,not-married,Non-White
21777,37, Private,266371, HS-grad,9, Married-spouse-absent, Other-service, Unmarried, White, Female,0,0,40, England, <=50K,31-60,low,married,Non-White
21778,33, ?,102960, 12th,3, Never-married, Adm-clerical, Unmarried, White, Female,0,0,12, United-States, <=50K,31-60,low,not-married,Non-White
21779,44, Private,37548, 10th,10, Separated, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
21780,40, Private,166883, HS-grad,10, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
21781,66, Private,182251, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1,30, United-States, <=50K,61+,low,married,Non-White
21782,55, Private,314988, Masters,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1730,51, United-States, >50K,31-60,high,married,Non-White
21783,37, Private,234105, HS-grad,3, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21784,33, Private,115160, Bachelors,14, Widowed, Prof-specialty, Own-child, White, Male,61,3,47, United-States, <=50K,31-60,high,not-married,Non-White
21785,22, Private,115867, Some-college,9, Married-AF-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K,<=30,low,married,Non-White
21786,43, Local-gov,148783, Bachelors,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K,31-60,high,married,Non-White
21787,49, Private,165669, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, Puerto-Rico, >50K,31-60,low,married,Non-White
21788,55, Private,306780, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,38,0,40, United-States, <=50K,31-60,low,married,Non-White
21789,61, Federal-gov,44980, Some-college,12, Married-civ-spouse, Exec-managerial, Wife, White, Male,2795,0,31, United-States, >50K,61+,high,married,Non-White
21790,17, Private,192338, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,40, United-States, <=50K,<=30,low,not-married,Non-White
21791,40, Private,193796, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
21792,51, Private,180282, Doctorate,11, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,21, United-States, <=50K,31-60,high,not-married,Non-White
21793,44, Private,130423, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,2,40, United-States, <=50K,31-60,low,not-married,Non-White
21794,24, Private,174299, 11th,7, Never-married, Craft-repair, Own-child, White, Male,10,0,11, United-States, <=50K,<=30,low,not-married,Non-White
21795,43, Federal-gov,96563, Prof-school,9, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, United-States, >50K,31-60,low,married,Non-White
21796,57, Federal-gov,322939, HS-grad,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21797,58, Private,307365, Some-college,11, Never-married, ?, Own-child, White, Male,0,0,20, United-States, <=50K,31-60,high,not-married,Non-White
21798,43, Private,179367, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,2,35, United-States, <=50K,31-60,low,not-married,Non-White
21799,50, Private,140923, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K,31-60,low,married,Non-White
21800,46, Private,156268, Assoc-voc,9, Divorced, Sales, Husband, White, Male,6,0,40, Guatemala, <=50K,31-60,low,not-married,Non-White
21801,30, Private,125345, 5th-6th,9, Married-civ-spouse, Craft-repair, Husband, White, Female,0,2,40, United-States, <=50K,<=30,low,married,Non-White
21802,34, Private,182496, Assoc-acdm,15, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K,31-60,high,married,Non-White
21803,28, Private,227586, HS-grad,3, Divorced, Other-service, Not-in-family, Black, Female,0,0,36, United-States, <=50K,<=30,low,not-married,Non-White
21804,31, Private,175277, Some-college,10, Never-married, Sales, Other-relative, White, Male,5,0,20, United-States, <=50K,31-60,low,not-married,Non-White
21805,54, Private,93133, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,18,0,36, Mexico, >50K,31-60,low,married,Non-White
21806,23, Federal-gov,310829, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21807,46, Private,87008, 11th,9, Widowed, Other-service, Not-in-family, White, Female,0,3,17, United-States, <=50K,31-60,low,not-married,Non-White
21808,54, Private,113177, Bachelors,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,49, India, >50K,31-60,high,married,Non-White
21809,41, Local-gov,158922, HS-grad,9, Widowed, Tech-support, Unmarried, White, Female,0,1,35, United-States, <=50K,31-60,low,not-married,Non-White
21810,19, Private,102605, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21811,49, Private,182723, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,3717,0,40, United-States, <=50K,31-60,low,married,Non-White
21812,28, Private,324713, Assoc-voc,5, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21813,21, Private,182944, 11th,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,21, United-States, <=50K,<=30,low,not-married,Non-White
21814,56, Private,185352, Masters,7, Married-civ-spouse, Exec-managerial, Wife, White, Male,2658,0,40, United-States, >50K,31-60,low,married,Non-White
21815,58, Private,285765, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,2,40, United-States, <=50K,31-60,low,not-married,Non-White
21816,21, Private,101363, HS-grad,9, Widowed, ?, Not-in-family, Other, Female,0,0,40, United-States, <=50K,<=30,low,not-married,Non-White
21817,46, Private,367554, Prof-school,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,51, ?, >50K,31-60,low,married,Non-White
21818,41, Private,157130, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,14, United-States, <=50K,31-60,low,not-married,Non-White
21819,36, Federal-gov,206605, 5th-6th,14, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,62, United-States, <=50K,31-60,high,married,Non-White
21820,23, Self-emp-inc,198200, Masters,13, Never-married, Sales, Own-child, White, Male,41,0,50, United-States, <=50K,<=30,high,not-married,Non-White
21821,36, Private,240490, Some-college,5, Married-civ-spouse, ?, Wife, White, Male,3,0,40, United-States, <=50K,31-60,low,married,Non-White
21822,42, Local-gov,113352, Doctorate,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1700,50, United-States, >50K,31-60,high,married,Non-White
21823,46, Private,174415, Assoc-voc,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,40, United-States, >50K,31-60,high,married,Non-White
21824,54, Federal-gov,94356, 9th,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,1,40, United-States, <=50K,31-60,low,not-married,Non-White
21825,60, Private,212631, HS-grad,9, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,28, South, <=50K,31-60,low,married,Non-White
21826,43, Private,182722, 1st-4th,6, Widowed, Other-service, Wife, White, Female,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
21827,39, Self-emp-not-inc,186608, 5th-6th,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,33, United-States, <=50K,31-60,low,not-married,Non-White
21828,30, ?,240381, Some-college,10, Separated, ?, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K,<=30,low,not-married,Non-White
21829,20, ?,189910, Some-college,4, Never-married, Machine-op-inspct, Own-child, White, Male,0,2,40, United-States, <=50K,<=30,low,not-married,Non-White
21830,43, Private,103063, HS-grad,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,88241,0,59, Iran, >50K,31-60,high,married,Non-White
21831,24, Private,203216, Assoc-acdm,3, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,14018,1,40, United-States, <=50K,<=30,low,married,Non-White
21832,45, Self-emp-not-inc,169130, HS-grad,10, Never-married, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
21833,25, Private,227377, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,36, United-States, <=50K,<=30,low,not-married,Non-White
21834,61, State-gov,186406, Bachelors,14, Widowed, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K,61+,high,not-married,Non-White
21835,19, Private,168905, HS-grad,10, Never-married, Adm-clerical, Own-child, Black, Female,18,2,19, United-States, <=50K,<=30,low,not-married,Non-White
21836,38, Private,107520, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
21837,36, Self-emp-not-inc,215669, 11th,7, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,34, United-States, <=50K,31-60,low,married,Non-White
21838,46, Private,247011, Masters,6, Divorced, Other-service, Not-in-family, White, Male,0,0,60, India, <=50K,31-60,low,not-married,Non-White
21839,49, Local-gov,107686, Some-college,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K,31-60,low,not-married,Non-White
21840,38, Private,35995, Doctorate,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K,31-60,high,married,Non-White
21841,31, Private,171717, HS-grad,9, Widowed, Sales, Unmarried, White, Female,0,2,40, United-States, <=50K,31-60,low,not-married,Non-White
21842,20, Private,191980, Bachelors,12, Never-married, ?, Not-in-family, White, Male,0,0,44, United-States, <=50K,<=30,high,not-married,Non-White
21843,33, Private,192349, Some-college,11, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,21, United-States, <=50K,31-60,high,not-married,Non-White
21844,35, Private,164695, 9th,4, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K,31-60,low,married,Non-White
21845,58, Self-emp-not-inc,213948, Masters,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1,44, Jamaica, <=50K,31-60,low,married,Non-White
21846,36, Private,355094, Masters,14, Married-civ-spouse, Other-service, Husband, White, Male,0,1853,40, United-States, >50K,31-60,high,married,Non-White
21847,43, Private,146210, Assoc-acdm,15, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1,49, Mexico, >50K,31-60,high,married,Non-White
21848,42, Private,152450, HS-grad,14, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Canada, <=50K,31-60,high,married,Non-White
21849,21, Private,221791, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,19, United-States, <=50K,<=30,low,not-married,Non-White
